TRANSACTION_DATE,QUANTITY,STORE_ID,DISCOUNT_PERCENT,PRODUCT_ID,TRANSACTION_ID,CLEAN_QUANTITY,CLEAN_DISCOUNT,STD_DATE,LKP_PRODUCT_ID,PRODUCT_NAME,CATEGORY,BRAND,COST_PRICE,UNIT_PRICE,O_STORE_ID_STR,LKP_STORE_ID,STORE_NAME,CITY,STATE,NET_REVENUE
12-02-2026,2,108,0,P_004,112843,2,0,08-11-2024,P_004,Product 004,Sports,BrandC,89.45,155.17,108,108,Store 108,Chennai,TN,310.34
13-02-2026,2,101,10,P_031,112844,2,10,08-09-2024,P_031,Product 031,Clothing,BrandD,69.33,125.63,101,101,Store 101,Noida,UP,226.13
14-02-2026,5,104,0,P_039,112847,5,0,08-10-2024,P_039,Product 039,Electronics,BrandD,179.34,242.93,104,104,Store 104,Bengaluru,KA,1214.65
15-02-2026,2,105,0,P_037,112847,2,0,08-10-2024,P_037,Product 037,Clothing,BrandB,67.57,108.84,105,105,Store 105,Hyderabad,TS,217.68
16-02-2026,2,102,0,P_048,112849,2,0,08-09-2024,P_048,Product 048,Sports,BrandA,232.9,350.44,102,102,Store 102,Gurugram,HR,700.88
17-02-2026,3,103,10,P_031,112850,3,10,08-03-2024,P_031,Product 031,Clothing,BrandD,69.33,125.63,103,103,Store 103,Delhi,DL,339.2
18-02-2026,4,108,0,P_038,112854,4,0,08-10-2024,P_038,Product 038,Sports,BrandC,324.13,448.92,108,108,Store 108,Chennai,TN,1795.68
19-02-2026,1,107,0,P_047,112859,1,0,08-02-2024,P_047,Product 047,Grocery,BrandC,237.02,303.44,107,107,Store 107,Mumbai,MH,303.44
20-02-2026,3,103,0,P_020,112861,3,0,08-06-2024,P_020,Product 020,Home,BrandB,33.73,56.75,103,103,Store 103,Delhi,DL,170.25
21-02-2026,5,106,0,P_001,112861,5,0,08-06-2024,P_001,Product 001,Home,BrandD,291.46,482.98,106,106,Store 106,Pune,MH,2414.9
22-02-2026,3,103,10,P_010,112863,3,10,08-12-2024,P_010,Product 010,Sports,BrandB,13.81,16.9,103,103,Store 103,Delhi,DL,45.63
23-02-2026,2,104,0,P_013,112864,2,0,08-01-2024,P_013,Product 013,Sports,BrandB,198.67,397.19,104,104,Store 104,Bengaluru,KA,794.38
24-02-2026,2,107,10,P_016,112864,2,10,08-01-2024,P_016,Product 016,Grocery,BrandB,183.48,329.03,107,107,Store 107,Mumbai,MH,592.25
25-02-2026,3,108,10,P_022,112865,3,10,08-10-2024,P_022,Product 022,Sports,BrandB,188.76,337.73,108,108,Store 108,Chennai,TN,911.87
26-02-2026,2,102,10,P_021,112874,2,10,08-09-2024,P_021,Product 021,Grocery,BrandD,112.23,191.7,102,102,Store 102,Gurugram,HR,345.06
27-02-2026,1,105,0,P_021,112875,1,0,08-08-2024,P_021,Product 021,Grocery,BrandD,112.23,191.7,105,105,Store 105,Hyderabad,TS,191.7
28-02-2026,4,102,0,P_029,112878,4,0,08-03-2024,P_029,Product 029,Home,BrandB,316.8,425.97,102,102,Store 102,Gurugram,HR,1703.88
01-03-2026,5,106,10,P_004,112888,5,10,09-01-2024,P_004,Product 004,Sports,BrandC,89.45,155.17,106,106,Store 106,Pune,MH,698.26
02-03-2026,4,104,0,P_015,112892,4,0,09-06-2024,P_015,Product 015,Home,BrandD,281.43,463.89,104,104,Store 104,Bengaluru,KA,1855.56
03-03-2026,1,108,10,P_016,112909,1,10,09-09-2024,P_016,Product 016,Grocery,BrandB,183.48,329.03,108,108,Store 108,Chennai,TN,296.13
04-03-2026,3,103,10,P_035,112913,3,10,09-06-2024,P_035,Product 035,Clothing,BrandC,41.43,64.34,103,103,Store 103,Delhi,DL,173.72
05-03-2026,2,101,0,P_045,112922,2,0,09-02-2024,P_045,Product 045,Grocery,BrandA,68.92,109.5,101,101,Store 101,Noida,UP,219
06-03-2026,5,103,10,P_050,112924,5,10,09-03-2024,P_050,Product 050,Home,BrandB,202.07,315.93,103,103,Store 103,Delhi,DL,1421.68
07-03-2026,3,106,0,P_003,112924,3,0,09-03-2024,P_003,Product 003,Clothing,BrandD,95.83,145.24,106,106,Store 106,Pune,MH,435.72
08-03-2026,2,102,0,P_049,112931,2,0,09-09-2024,P_049,Product 049,Grocery,BrandD,372.65,441.43,102,102,Store 102,Gurugram,HR,882.86
09-03-2026,2,103,0,P_009,112934,2,0,09-12-2024,P_009,Product 009,Clothing,BrandC,96.09,153.81,103,103,Store 103,Delhi,DL,307.62
10-03-2026,4,107,10,P_017,112935,4,10,09-01-2024,P_017,Product 017,Home,BrandB,314.84,458.33,107,107,Store 107,Mumbai,MH,1649.99
11-03-2026,5,107,0,P_014,112946,5,0,09-03-2024,P_014,Product 014,Grocery,BrandD,191.33,306.92,107,107,Store 107,Mumbai,MH,1534.6
12-03-2026,4,108,10,P_001,112951,4,10,09-03-2024,P_001,Product 001,Home,BrandD,291.46,482.98,108,108,Store 108,Chennai,TN,1738.73
13-03-2026,4,101,10,P_039,112956,4,10,09-09-2024,P_039,Product 039,Electronics,BrandD,179.34,242.93,101,101,Store 101,Noida,UP,874.55
14-03-2026,4,102,10,P_028,112956,4,10,09-09-2024,P_028,Product 028,Grocery,BrandB,285.08,486.14,102,102,Store 102,Gurugram,HR,1750.1
15-03-2026,3,102,10,P_016,112964,3,10,09-12-2024,P_016,Product 016,Grocery,BrandB,183.48,329.03,102,102,Store 102,Gurugram,HR,888.38
16-03-2026,4,103,10,P_011,112964,4,10,09-12-2024,P_011,Product 011,Home,BrandA,63.95,107.43,103,103,Store 103,Delhi,DL,386.75
17-03-2026,4,103,10,P_023,112966,4,10,09-11-2024,P_023,Product 023,Home,BrandA,193.9,336.3,103,103,Store 103,Delhi,DL,1210.68
18-03-2026,1,106,0,P_039,112972,1,0,09-08-2024,P_039,Product 039,Electronics,BrandD,179.34,242.93,106,106,Store 106,Pune,MH,242.93
19-03-2026,1,102,0,P_015,112983,1,0,09-08-2024,P_015,Product 015,Home,BrandD,281.43,463.89,102,102,Store 102,Gurugram,HR,463.89
20-03-2026,2,107,0,P_040,112987,2,0,09-06-2024,P_040,Product 040,Grocery,BrandA,196.15,286.01,107,107,Store 107,Mumbai,MH,572.02
21-03-2026,2,103,10,P_047,112992,2,10,09-04-2024,P_047,Product 047,Grocery,BrandC,237.02,303.44,103,103,Store 103,Delhi,DL,546.19
22-03-2026,2,102,10,P_034,112994,2,10,09-07-2024,P_034,Product 034,Electronics,BrandD,301.56,358.22,102,102,Store 102,Gurugram,HR,644.8
23-03-2026,4,108,10,P_013,112994,4,10,09-07-2024,P_013,Product 013,Sports,BrandB,198.67,397.19,108,108,Store 108,Chennai,TN,1429.88
24-03-2026,4,106,10,P_042,113003,4,10,09-11-2024,P_042,Product 042,Electronics,BrandD,54.28,78.27,106,106,Store 106,Pune,MH,281.77
25-03-2026,4,106,10,P_035,113015,4,10,09-08-2024,P_035,Product 035,Clothing,BrandC,41.43,64.34,106,106,Store 106,Pune,MH,231.62
26-03-2026,2,106,10,P_041,113024,2,10,09-06-2024,P_041,Product 041,Home,BrandB,230.38,350.8,106,106,Store 106,Pune,MH,631.44
27-03-2026,3,103,0,P_034,113026,3,0,09-05-2024,P_034,Product 034,Electronics,BrandD,301.56,358.22,103,103,Store 103,Delhi,DL,1074.66
28-03-2026,3,108,10,P_043,113027,3,10,09-07-2024,P_043,Product 043,Home,BrandA,216.59,306.16,108,108,Store 108,Chennai,TN,826.63
29-03-2026,4,108,0,P_050,113027,4,0,09-07-2024,P_050,Product 050,Home,BrandB,202.07,315.93,108,108,Store 108,Chennai,TN,1263.72
30-03-2026,3,108,0,P_023,113029,3,0,09-10-2024,P_023,Product 023,Home,BrandA,193.9,336.3,108,108,Store 108,Chennai,TN,1008.9
31-03-2026,3,102,10,P_004,113030,3,10,09-01-2024,P_004,Product 004,Sports,BrandC,89.45,155.17,102,102,Store 102,Gurugram,HR,418.96
01-04-2026,2,108,10,P_012,113036,2,10,09-10-2024,P_012,Product 012,Clothing,BrandD,260.56,358.56,108,108,Store 108,Chennai,TN,645.41
02-04-2026,1,102,10,P_047,113039,1,10,09-09-2024,P_047,Product 047,Grocery,BrandC,237.02,303.44,102,102,Store 102,Gurugram,HR,273.1
03-04-2026,1,102,10,P_042,113040,1,10,09-05-2024,P_042,Product 042,Electronics,BrandD,54.28,78.27,102,102,Store 102,Gurugram,HR,70.44
04-04-2026,1,102,0,P_048,113041,1,0,09-10-2024,P_048,Product 048,Sports,BrandA,232.9,350.44,102,102,Store 102,Gurugram,HR,350.44
05-04-2026,1,103,10,P_005,113041,1,10,09-10-2024,P_005,Product 005,Sports,BrandD,58.75,90.98,103,103,Store 103,Delhi,DL,81.88
06-04-2026,3,105,0,P_025,113043,3,0,09-10-2024,P_025,Product 025,Electronics,BrandB,92.74,144.61,105,105,Store 105,Hyderabad,TS,433.83
07-04-2026,2,107,0,P_036,113057,2,0,09-04-2024,P_036,Product 036,Sports,BrandD,115.24,225.27,107,107,Store 107,Mumbai,MH,450.54
08-04-2026,1,105,0,P_004,113058,1,0,09-05-2024,P_004,Product 004,Sports,BrandC,89.45,155.17,105,105,Store 105,Hyderabad,TS,155.17
09-04-2026,3,106,10,P_016,113062,3,10,09-06-2024,P_016,Product 016,Grocery,BrandB,183.48,329.03,106,106,Store 106,Pune,MH,888.38
10-04-2026,3,106,10,P_046,113075,3,10,09-11-2024,P_046,Product 046,Electronics,BrandB,276,472,106,106,Store 106,Pune,MH,1274.4
11-04-2026,3,103,10,P_049,113076,3,10,09-11-2024,P_049,Product 049,Grocery,BrandD,372.65,441.43,103,103,Store 103,Delhi,DL,1191.86
12-04-2026,1,102,10,P_045,113082,1,10,09-08-2024,P_045,Product 045,Grocery,BrandA,68.92,109.5,102,102,Store 102,Gurugram,HR,98.55
13-04-2026,3,101,10,P_014,113085,3,10,09-01-2024,P_014,Product 014,Grocery,BrandD,191.33,306.92,101,101,Store 101,Noida,UP,828.68
14-04-2026,3,102,0,P_024,113086,3,0,09-07-2024,P_024,Product 024,Electronics,BrandC,208.42,299.74,102,102,Store 102,Gurugram,HR,899.22
15-04-2026,3,107,0,P_001,113094,3,0,09-12-2024,P_001,Product 001,Home,BrandD,291.46,482.98,107,107,Store 107,Mumbai,MH,1448.94
16-04-2026,1,102,10,P_047,113098,1,10,09-04-2024,P_047,Product 047,Grocery,BrandC,237.02,303.44,102,102,Store 102,Gurugram,HR,273.1
17-04-2026,5,103,0,P_020,113100,5,0,09-11-2024,P_020,Product 020,Home,BrandB,33.73,56.75,103,103,Store 103,Delhi,DL,283.75
18-04-2026,1,105,0,P_012,113104,1,0,09-04-2024,P_012,Product 012,Clothing,BrandD,260.56,358.56,105,105,Store 105,Hyderabad,TS,358.56
19-04-2026,2,103,10,P_016,113112,2,10,09-05-2024,P_016,Product 016,Grocery,BrandB,183.48,329.03,103,103,Store 103,Delhi,DL,592.25
20-04-2026,5,107,10,P_029,113114,5,10,09-08-2024,P_029,Product 029,Home,BrandB,316.8,425.97,107,107,Store 107,Mumbai,MH,1916.86
21-04-2026,2,105,10,P_025,113120,2,10,09-05-2024,P_025,Product 025,Electronics,BrandB,92.74,144.61,105,105,Store 105,Hyderabad,TS,260.3
22-04-2026,5,107,0,P_025,113121,5,0,09-03-2024,P_025,Product 025,Electronics,BrandB,92.74,144.61,107,107,Store 107,Mumbai,MH,723.05
23-04-2026,1,107,10,P_041,113122,1,10,09-07-2024,P_041,Product 041,Home,BrandB,230.38,350.8,107,107,Store 107,Mumbai,MH,315.72
24-04-2026,1,108,10,P_019,113122,1,10,09-07-2024,P_019,Product 019,Electronics,BrandB,170.91,230.23,108,108,Store 108,Chennai,TN,207.21
25-04-2026,1,105,0,P_021,113127,1,0,09-11-2024,P_021,Product 021,Grocery,BrandD,112.23,191.7,105,105,Store 105,Hyderabad,TS,191.7
26-04-2026,3,105,10,P_036,113129,3,10,09-07-2024,P_036,Product 036,Sports,BrandD,115.24,225.27,105,105,Store 105,Hyderabad,TS,608.23
27-04-2026,2,106,10,P_048,113129,2,10,09-07-2024,P_048,Product 048,Sports,BrandA,232.9,350.44,106,106,Store 106,Pune,MH,630.79
28-04-2026,3,105,0,P_024,113138,3,0,09-01-2024,P_024,Product 024,Electronics,BrandC,208.42,299.74,105,105,Store 105,Hyderabad,TS,899.22
29-04-2026,1,108,10,P_041,113143,1,10,09-01-2024,P_041,Product 041,Home,BrandB,230.38,350.8,108,108,Store 108,Chennai,TN,315.72
30-04-2026,4,108,0,P_029,113162,4,0,09-05-2024,P_029,Product 029,Home,BrandB,316.8,425.97,108,108,Store 108,Chennai,TN,1703.88
01-05-2026,4,102,0,P_007,113169,4,0,09-03-2024,P_007,Product 007,Clothing,BrandD,133.42,217.47,102,102,Store 102,Gurugram,HR,869.88
02-05-2026,5,106,0,P_039,113169,5,0,09-03-2024,P_039,Product 039,Electronics,BrandD,179.34,242.93,106,106,Store 106,Pune,MH,1214.65
03-05-2026,5,101,0,P_043,113171,5,0,09-01-2024,P_043,Product 043,Home,BrandA,216.59,306.16,101,101,Store 101,Noida,UP,1530.8
04-05-2026,2,107,0,P_016,113173,2,0,09-09-2024,P_016,Product 016,Grocery,BrandB,183.48,329.03,107,107,Store 107,Mumbai,MH,658.06
05-05-2026,3,103,0,P_002,113180,3,0,09-02-2024,P_002,Product 002,Sports,BrandC,165.08,307.45,103,103,Store 103,Delhi,DL,922.35
06-05-2026,5,106,10,P_045,113181,5,10,09-07-2024,P_045,Product 045,Grocery,BrandA,68.92,109.5,106,106,Store 106,Pune,MH,492.75
07-05-2026,2,108,0,P_005,113181,2,0,09-07-2024,P_005,Product 005,Sports,BrandD,58.75,90.98,108,108,Store 108,Chennai,TN,181.96
08-05-2026,2,105,10,P_010,113184,2,10,09-03-2024,P_010,Product 010,Sports,BrandB,13.81,16.9,105,105,Store 105,Hyderabad,TS,30.42
09-05-2026,4,104,0,P_010,113187,4,0,09-01-2024,P_010,Product 010,Sports,BrandB,13.81,16.9,104,104,Store 104,Bengaluru,KA,67.6
10-05-2026,1,108,10,P_044,113189,1,10,09-12-2024,P_044,Product 044,Grocery,BrandD,145.03,274.52,108,108,Store 108,Chennai,TN,247.07
11-05-2026,4,104,0,P_029,113191,4,0,09-06-2024,P_029,Product 029,Home,BrandB,316.8,425.97,104,104,Store 104,Bengaluru,KA,1703.88
12-05-2026,2,108,0,P_034,113192,2,0,09-08-2024,P_034,Product 034,Electronics,BrandD,301.56,358.22,108,108,Store 108,Chennai,TN,716.44
13-05-2026,4,101,10,P_003,113208,4,10,09-05-2024,P_003,Product 003,Clothing,BrandD,95.83,145.24,101,101,Store 101,Noida,UP,522.86
14-05-2026,1,108,0,P_007,113208,1,0,09-05-2024,P_007,Product 007,Clothing,BrandD,133.42,217.47,108,108,Store 108,Chennai,TN,217.47
15-05-2026,3,104,10,P_043,113211,3,10,09-04-2024,P_043,Product 043,Home,BrandA,216.59,306.16,104,104,Store 104,Bengaluru,KA,826.63
16-05-2026,3,108,0,P_033,113213,3,0,09-04-2024,P_033,Product 033,Home,BrandC,17.69,29.81,108,108,Store 108,Chennai,TN,89.43
17-05-2026,2,103,0,P_004,113216,2,0,09-03-2024,P_004,Product 004,Sports,BrandC,89.45,155.17,103,103,Store 103,Delhi,DL,310.34
18-05-2026,1,103,0,P_038,113216,1,0,09-03-2024,P_038,Product 038,Sports,BrandC,324.13,448.92,103,103,Store 103,Delhi,DL,448.92
19-05-2026,5,101,10,P_042,113217,5,10,09-03-2024,P_042,Product 042,Electronics,BrandD,54.28,78.27,101,101,Store 101,Noida,UP,352.21
20-05-2026,2,102,0,P_024,113224,2,0,09-04-2024,P_024,Product 024,Electronics,BrandC,208.42,299.74,102,102,Store 102,Gurugram,HR,599.48
21-05-2026,1,107,0,P_039,113235,1,0,10-03-2024,P_039,Product 039,Electronics,BrandD,179.34,242.93,107,107,Store 107,Mumbai,MH,242.93
22-05-2026,2,108,10,P_046,113235,2,10,10-03-2024,P_046,Product 046,Electronics,BrandB,276,472,108,108,Store 108,Chennai,TN,849.6
23-05-2026,5,105,10,P_019,113240,5,10,10-03-2024,P_019,Product 019,Electronics,BrandB,170.91,230.23,105,105,Store 105,Hyderabad,TS,1036.03
24-05-2026,5,104,10,P_020,113249,5,10,10-09-2024,P_020,Product 020,Home,BrandB,33.73,56.75,104,104,Store 104,Bengaluru,KA,255.37
25-05-2026,4,104,0,P_050,113257,4,0,10-11-2024,P_050,Product 050,Home,BrandB,202.07,315.93,104,104,Store 104,Bengaluru,KA,1263.72
26-05-2026,1,106,0,P_034,113257,1,0,10-11-2024,P_034,Product 034,Electronics,BrandD,301.56,358.22,106,106,Store 106,Pune,MH,358.22
27-05-2026,5,106,0,P_001,113258,5,0,10-11-2024,P_001,Product 001,Home,BrandD,291.46,482.98,106,106,Store 106,Pune,MH,2414.9
28-05-2026,4,105,0,P_022,113259,4,0,10-01-2024,P_022,Product 022,Sports,BrandB,188.76,337.73,105,105,Store 105,Hyderabad,TS,1350.92
29-05-2026,2,107,0,P_043,113262,2,0,10-03-2024,P_043,Product 043,Home,BrandA,216.59,306.16,107,107,Store 107,Mumbai,MH,612.32
30-05-2026,1,103,10,P_025,113263,1,10,10-04-2024,P_025,Product 025,Electronics,BrandB,92.74,144.61,103,103,Store 103,Delhi,DL,130.15
31-05-2026,2,101,0,P_036,113264,2,0,10-07-2024,P_036,Product 036,Sports,BrandD,115.24,225.27,101,101,Store 101,Noida,UP,450.54
01-06-2026,3,101,0,P_001,113272,3,0,10-10-2024,P_001,Product 001,Home,BrandD,291.46,482.98,101,101,Store 101,Noida,UP,1448.94
02-06-2026,5,102,10,P_047,113272,5,10,10-10-2024,P_047,Product 047,Grocery,BrandC,237.02,303.44,102,102,Store 102,Gurugram,HR,1365.48
03-06-2026,1,101,0,P_028,113275,1,0,10-09-2024,P_028,Product 028,Grocery,BrandB,285.08,486.14,101,101,Store 101,Noida,UP,486.14
04-06-2026,1,104,0,P_050,113283,1,0,10-04-2024,P_050,Product 050,Home,BrandB,202.07,315.93,104,104,Store 104,Bengaluru,KA,315.93
05-06-2026,2,108,0,P_026,113289,2,0,10-08-2024,P_026,Product 026,Clothing,BrandB,148.98,285.01,108,108,Store 108,Chennai,TN,570.02
06-06-2026,2,101,0,P_012,113291,2,0,10-06-2024,P_012,Product 012,Clothing,BrandD,260.56,358.56,101,101,Store 101,Noida,UP,717.12
07-06-2026,2,106,0,P_030,113296,2,0,10-03-2024,P_030,Product 030,Home,BrandB,272.48,363.65,106,106,Store 106,Pune,MH,727.3
08-06-2026,3,102,0,P_046,113299,3,0,10-09-2024,P_046,Product 046,Electronics,BrandB,276,472,102,102,Store 102,Gurugram,HR,1416
09-06-2026,4,104,10,P_014,113310,4,10,10-09-2024,P_014,Product 014,Grocery,BrandD,191.33,306.92,104,104,Store 104,Bengaluru,KA,1104.91
10-06-2026,4,101,10,P_010,113313,4,10,10-04-2024,P_010,Product 010,Sports,BrandB,13.81,16.9,101,101,Store 101,Noida,UP,60.84
11-06-2026,5,108,10,P_020,113321,5,10,10-05-2024,P_020,Product 020,Home,BrandB,33.73,56.75,108,108,Store 108,Chennai,TN,255.37
12-06-2026,5,104,0,P_018,113325,5,0,10-09-2024,P_018,Product 018,Sports,BrandB,285.64,426.52,104,104,Store 104,Bengaluru,KA,2132.6
13-06-2026,3,104,0,P_025,113326,3,0,10-07-2024,P_025,Product 025,Electronics,BrandB,92.74,144.61,104,104,Store 104,Bengaluru,KA,433.83
14-06-2026,3,105,10,P_024,113331,3,10,10-10-2024,P_024,Product 024,Electronics,BrandC,208.42,299.74,105,105,Store 105,Hyderabad,TS,809.3
15-06-2026,5,106,10,P_032,113332,5,10,10-06-2024,P_032,Product 032,Home,BrandB,115.04,135.47,106,106,Store 106,Pune,MH,609.61
16-06-2026,2,108,10,P_006,113334,2,10,10-12-2024,P_006,Product 006,Grocery,BrandA,14.29,17.66,108,108,Store 108,Chennai,TN,31.79
17-06-2026,2,108,10,P_027,113334,2,10,10-12-2024,P_027,Product 027,Clothing,BrandD,116.38,197.63,108,108,Store 108,Chennai,TN,355.73
18-06-2026,2,102,10,P_048,113336,2,10,10-01-2024,P_048,Product 048,Sports,BrandA,232.9,350.44,102,102,Store 102,Gurugram,HR,630.79
19-06-2026,3,103,10,P_022,113337,3,10,10-06-2024,P_022,Product 022,Sports,BrandB,188.76,337.73,103,103,Store 103,Delhi,DL,911.87
20-06-2026,3,106,0,P_030,113340,3,0,10-10-2024,P_030,Product 030,Home,BrandB,272.48,363.65,106,106,Store 106,Pune,MH,1090.95
21-06-2026,3,107,0,P_046,113340,3,0,10-10-2024,P_046,Product 046,Electronics,BrandB,276,472,107,107,Store 107,Mumbai,MH,1416
22-06-2026,1,103,10,P_046,113346,1,10,10-03-2024,P_046,Product 046,Electronics,BrandB,276,472,103,103,Store 103,Delhi,DL,424.8
23-06-2026,1,101,10,P_030,113348,1,10,10-05-2024,P_030,Product 030,Home,BrandB,272.48,363.65,101,101,Store 101,Noida,UP,327.28
24-06-2026,5,102,10,P_032,113351,5,10,10-08-2024,P_032,Product 032,Home,BrandB,115.04,135.47,102,102,Store 102,Gurugram,HR,609.61
25-06-2026,3,108,0,P_002,113351,3,0,10-08-2024,P_002,Product 002,Sports,BrandC,165.08,307.45,108,108,Store 108,Chennai,TN,922.35
26-06-2026,1,106,10,P_018,113355,1,10,10-01-2024,P_018,Product 018,Sports,BrandB,285.64,426.52,106,106,Store 106,Pune,MH,383.87
27-06-2026,4,102,0,P_042,113365,4,0,10-09-2024,P_042,Product 042,Electronics,BrandD,54.28,78.27,102,102,Store 102,Gurugram,HR,313.08
28-06-2026,2,104,10,P_042,113377,2,10,10-12-2024,P_042,Product 042,Electronics,BrandD,54.28,78.27,104,104,Store 104,Bengaluru,KA,140.89
29-06-2026,1,106,0,P_006,113387,1,0,10-05-2024,P_006,Product 006,Grocery,BrandA,14.29,17.66,106,106,Store 106,Pune,MH,17.66
30-06-2026,5,108,0,P_025,113393,5,0,10-01-2024,P_025,Product 025,Electronics,BrandB,92.74,144.61,108,108,Store 108,Chennai,TN,723.05
01-07-2026,2,104,10,P_039,113397,2,10,10-02-2024,P_039,Product 039,Electronics,BrandD,179.34,242.93,104,104,Store 104,Bengaluru,KA,437.27
02-07-2026,3,104,10,P_037,113405,3,10,10-11-2024,P_037,Product 037,Clothing,BrandB,67.57,108.84,104,104,Store 104,Bengaluru,KA,293.87
03-07-2026,1,108,10,P_038,113405,1,10,10-11-2024,P_038,Product 038,Sports,BrandC,324.13,448.92,108,108,Store 108,Chennai,TN,404.03
04-07-2026,2,101,10,P_012,113406,2,10,10-04-2024,P_012,Product 012,Clothing,BrandD,260.56,358.56,101,101,Store 101,Noida,UP,645.41
05-07-2026,4,104,0,P_048,113412,4,0,10-03-2024,P_048,Product 048,Sports,BrandA,232.9,350.44,104,104,Store 104,Bengaluru,KA,1401.76
06-07-2026,1,108,0,P_020,113415,1,0,10-04-2024,P_020,Product 020,Home,BrandB,33.73,56.75,108,108,Store 108,Chennai,TN,56.75
07-07-2026,3,107,0,P_010,113416,3,0,10-02-2024,P_010,Product 010,Sports,BrandB,13.81,16.9,107,107,Store 107,Mumbai,MH,50.7
08-07-2026,3,104,10,P_047,113420,3,10,10-12-2024,P_047,Product 047,Grocery,BrandC,237.02,303.44,104,104,Store 104,Bengaluru,KA,819.29
09-07-2026,2,107,10,P_026,113421,2,10,10-12-2024,P_026,Product 026,Clothing,BrandB,148.98,285.01,107,107,Store 107,Mumbai,MH,513.02
10-07-2026,5,108,0,P_021,113422,5,0,10-02-2024,P_021,Product 021,Grocery,BrandD,112.23,191.7,108,108,Store 108,Chennai,TN,958.5
11-07-2026,2,102,0,P_008,113426,2,0,10-03-2024,P_008,Product 008,Clothing,BrandC,110.44,203.49,102,102,Store 102,Gurugram,HR,406.98
12-07-2026,5,108,10,P_016,113450,5,10,10-09-2024,P_016,Product 016,Grocery,BrandB,183.48,329.03,108,108,Store 108,Chennai,TN,1480.63
13-07-2026,5,104,10,P_014,113458,5,10,10-02-2024,P_014,Product 014,Grocery,BrandD,191.33,306.92,104,104,Store 104,Bengaluru,KA,1381.14
14-07-2026,2,105,0,P_018,113458,2,0,10-02-2024,P_018,Product 018,Sports,BrandB,285.64,426.52,105,105,Store 105,Hyderabad,TS,853.04
15-07-2026,4,107,0,P_027,113466,4,0,10-01-2024,P_027,Product 027,Clothing,BrandD,116.38,197.63,107,107,Store 107,Mumbai,MH,790.52
16-07-2026,4,108,10,P_010,113474,4,10,10-11-2024,P_010,Product 010,Sports,BrandB,13.81,16.9,108,108,Store 108,Chennai,TN,60.84
17-07-2026,4,102,0,P_039,113484,4,0,10-12-2024,P_039,Product 039,Electronics,BrandD,179.34,242.93,102,102,Store 102,Gurugram,HR,971.72
18-07-2026,3,102,0,P_047,113485,3,0,10-04-2024,P_047,Product 047,Grocery,BrandC,237.02,303.44,102,102,Store 102,Gurugram,HR,910.32
19-07-2026,4,102,10,P_014,113495,4,10,10-01-2024,P_014,Product 014,Grocery,BrandD,191.33,306.92,102,102,Store 102,Gurugram,HR,1104.91
20-07-2026,5,104,10,P_035,113497,5,10,10-03-2024,P_035,Product 035,Clothing,BrandC,41.43,64.34,104,104,Store 104,Bengaluru,KA,289.53
21-07-2026,4,107,10,P_003,113501,4,10,10-11-2024,P_003,Product 003,Clothing,BrandD,95.83,145.24,107,107,Store 107,Mumbai,MH,522.86
22-07-2026,4,103,10,P_041,113508,4,10,10-10-2024,P_041,Product 041,Home,BrandB,230.38,350.8,103,103,Store 103,Delhi,DL,1262.88
23-07-2026,2,102,10,P_018,113509,2,10,10-03-2024,P_018,Product 018,Sports,BrandB,285.64,426.52,102,102,Store 102,Gurugram,HR,767.74
24-07-2026,2,108,10,P_032,113510,2,10,10-11-2024,P_032,Product 032,Home,BrandB,115.04,135.47,108,108,Store 108,Chennai,TN,243.85
25-07-2026,3,102,0,P_036,113518,3,0,10-08-2024,P_036,Product 036,Sports,BrandD,115.24,225.27,102,102,Store 102,Gurugram,HR,675.81
26-07-2026,3,104,0,P_006,113519,3,0,10-07-2024,P_006,Product 006,Grocery,BrandA,14.29,17.66,104,104,Store 104,Bengaluru,KA,52.98
27-07-2026,4,105,0,P_043,113523,4,0,10-11-2024,P_043,Product 043,Home,BrandA,216.59,306.16,105,105,Store 105,Hyderabad,TS,1224.64
28-07-2026,5,101,0,P_047,113526,5,0,10-05-2024,P_047,Product 047,Grocery,BrandC,237.02,303.44,101,101,Store 101,Noida,UP,1517.2
29-07-2026,5,102,10,P_016,113526,5,10,10-05-2024,P_016,Product 016,Grocery,BrandB,183.48,329.03,102,102,Store 102,Gurugram,HR,1480.63
30-07-2026,1,104,10,P_048,113535,1,10,10-04-2024,P_048,Product 048,Sports,BrandA,232.9,350.44,104,104,Store 104,Bengaluru,KA,315.4
31-07-2026,4,105,0,P_047,113541,4,0,10-04-2024,P_047,Product 047,Grocery,BrandC,237.02,303.44,105,105,Store 105,Hyderabad,TS,1213.76
01-08-2026,2,101,0,P_049,113543,2,0,10-03-2024,P_049,Product 049,Grocery,BrandD,372.65,441.43,101,101,Store 101,Noida,UP,882.86
02-08-2026,3,105,10,P_016,113556,3,10,10-07-2024,P_016,Product 016,Grocery,BrandB,183.48,329.03,105,105,Store 105,Hyderabad,TS,888.38
03-08-2026,5,108,10,P_002,113567,5,10,10-06-2024,P_002,Product 002,Sports,BrandC,165.08,307.45,108,108,Store 108,Chennai,TN,1383.52
04-08-2026,3,105,10,P_014,113568,3,10,10-09-2024,P_014,Product 014,Grocery,BrandD,191.33,306.92,105,105,Store 105,Hyderabad,TS,828.68
